id_autor,autor_genero,nombre_autor,autor_rating_promedio,cantidad_rating_autor,cantidad_comentarios,id_pais
19014487,Desconocido,Ellis Amburn,,,,242
19014488,Desconocido,Matt Theado,,,,242
19014489,Desconocido,David Sandison,,,,242
19014490,Desconocido,Ryan Gattis,,,,242
19014491,Desconocido,Paul Shakespeare,,,,242
19014492,Desconocido,Stephen Goodwin,,,,242
19014493,Desconocido,Joost Elffers,,,,242
19014494,Desconocido,Meirion Harries,,,,242
19014495,Desconocido,David K. Kirby,,,,242
19014496,Desconocido,John Hoover,,,,242
19014497,Desconocido,Meirion Hughes,,,,242
19014498,Desconocido,John F. Carter,,,,242
19014499,Desconocido,Francis Fukuyama,,,,242
19014500,Desconocido,Alastair MacNeill,,,,242
19014501,Desconocido,Robin Wayne Bailey,,,,242
19014502,Desconocido,Ernst August Friedrich Klingemann,,,,242
19014503,Desconocido,James Swallow,,,,242
19014504,Desconocido,David Fincher,,,,242
19014505,Desconocido,David B. Lipsky,,,,242
19014506,Desconocido,Sally Fincher,,,,242
19014507,Desconocido,Javier Tomeo,,,,242
19014508,Desconocido,Pauline Draper Marrs,,,,242
19014509,Desconocido,James Sale,,,,242
19014510,Desconocido,Margie McArthur,,,,242
19014511,Desconocido,Norman Macbeth,,,,242
19014512,Desconocido,Cass Foster,,,,242
19014513,Desconocido,Howard Jones,,,,242
19014514,Desconocido,Gary Gerstle,,,,242
19014515,Desconocido,Louis Untermeyer,,,,242
19014516,Desconocido,Herbert Zettl,,,,242
19014517,Desconocido,Sol Berkowitz,,,,242
19014518,Desconocido,Missy Suicide,,,,242
19014519,Desconocido,├ëmile Durkheim,,,,242
19014520,Desconocido,Carla Fine,,,,242
19014521,Desconocido,Christian Gross,,,,242
19014522,Desconocido,Eric M. Burke,,,,242
19014523,Desconocido,Bobby Fischer,,,,242
19014524,Desconocido,Eric Freeman,,,,242
19014525,Desconocido,Bryan Basham,,,,242
19014526,Desconocido,Ellen Siever,,,,242
19014527,Desconocido,Yasser Seirawan,,,,242
19014528,Desconocido,David Zeb Cook,,,,242
19014529,Desconocido,Nicholas C. Zakas,,,,242
19014530,Desconocido,A.J. Gillam,,,,242
19014531,Desconocido,George R. R. Martin,,,,242
19014532,Desconocido,Doyice J. Cotten,,,,242
19014533,Desconocido,J. Robert Rossman,,,,242
19014534,Desconocido,John C. Crossley,,,,242
19014535,Desconocido,Claudine Sherrill,,,,242
19014536,Desconocido,Carol Ann Peterson,,,,242
19014537,Desconocido,David Auxter,,,,242
19014538,Desconocido,T.J. Parsell,,,,242
19014539,Desconocido,Ralph W. Schoolcraft,,,,242
19014540,Desconocido,Astrid Poier-Bernhard,,,,242
19014541,Desconocido,Brian W. Shaffer,,,,242
19014542,Desconocido,Mania Salinger,,,,242
19014543,Desconocido,Warren G. French,,,,242
19014544,Desconocido,Steffen Ulrich Keim,,,,242
19014545,Desconocido,Christian Bobin,,,,242
19014546,Desconocido,Jalal Al-e Ahmad,,,,242
19014547,Desconocido,Jalalale Ahmas,,,,242
19014548,Desconocido,Ahmad Jalal 'Izz Al-Din,,,,242
19014549,Desconocido,al-Sayyid Husayn Jalal,,,,242
19014550,Desconocido,Husayn ┬░Abd Allah ┬░Amri,,,,242
19014551,Desconocido,Jalal Shawqi Ahmad Shawqi,,,,242
19014552,Desconocido,Shams Al-Din Ahmad Aflaki,,,,242
19014553,Desconocido,R. Zamora Linmark,,,,242
19014554,Desconocido,Terry Boyle,,,,242
19014555,Desconocido,Gish Jen,,,,242
19014556,Desconocido,Michel Houellebecq,,,,242
19014557,Desconocido,Gordon L. Kane,,,,242
19014558,Desconocido,Quang Ho-Kim,,,,242
19014559,Desconocido,Harald Fritzsch,,,,242
19014560,Desconocido,Committee on Elementary-Particle Physics,,,,242
19014561,Desconocido,Ta-Pei Cheng,,,,242
19014562,Desconocido,Nancy L. Rindone,,,,242
19014563,Desconocido,Carol Monica,,,,242
19014564,Desconocido,Nat Gabriel,,,,242
19014565,Desconocido,Eugen Drewermann,,,,242
19014566,Desconocido,Palden Gyatso,,,,242
19014567,Desconocido,Donald S. Lopez Jr.,,,,242
19014568,Desconocido,Sheila Rock,,,,242
19014569,Desconocido,Georges B.J. Dreyfus,,,,242
19014570,Desconocido,Tashi Khedrup,,,,242
19014571,Desconocido,David Kirk,,,,242
19014572,Desconocido,Elizabeth James,,,,242
19014573,Desconocido,Diana Diamond,,,,242
19014574,Desconocido,Sarah Fletcher,,,,242
19014575,Desconocido,Peggy Perry Anderson,,,,242
19014576,Desconocido,Vincent Giroud,,,,242
19014577,Desconocido,Ruby Bridges,,,,242
19014578,Desconocido,Fr├®d├®ric Beigbeder,,,,242
19014579,Desconocido,Yves Beigbeder,,,,242
19014580,Desconocido,Peter Brophy,,,,242
19014581,Desconocido,Jorge Volpi,,,,242
19014582,Desconocido,Denise Dresser,,,,242
19014583,Desconocido,Herbert Bless,,,,242
19014584,Desconocido,Gordon B. Moskowitz,,,,242
19014585,Desconocido,David A. Hamilton,,,,242
19014586,Desconocido,Robert S. Wyer Jr.,,,,242
19014587,Desconocido,Suzanne Hala,,,,242
19014588,Desconocido,Dona Pennington,,,,242
19014589,Desconocido,Joseph P. Forgas,,,,242
19014590,Desconocido,Craig McGarty,,,,242
19014591,Desconocido,Vincent Y.A. Yzerbyt,,,,242
19014592,Desconocido,Jacques-Philippe Leyens,,,,242
19014593,Desconocido,Deborah Chester,,,,242
19014594,Desconocido,Joel Feinberg,,,,242
19014595,Desconocido,Pete Houghton,,,,242
19014596,Desconocido,Melba J. Duncan,,,,242
19014597,Desconocido,Walter C. Fleming,,,,242
19014598,Desconocido,Patrick Sauer,,,,242
19014599,Desconocido,Plinio Apuleyo Mendoza,,,,242
19014600,Desconocido,D.H. Figueredo,,,,242
19014601,Desconocido,Margaret Cousins,,,,242
19014602,Desconocido,Old Farmer's Almanac,,,,242
19014603,Desconocido,Blaine McCormick,,,,242
19014604,Desconocido,Mike Madison,,,,242
19014605,Desconocido,Sharon Daloz Parks,,,,242
19014606,Desconocido,Miriam Schlein,,,,242
19014607,Desconocido,Peter van Inwagen,,,,242
19014608,Desconocido,Brett Warnock,,,,242
19014609,Desconocido,Carolyn Korsmeyer,,,,242
19014610,Desconocido,Linda Mart├¡n Alcoff,,,,242
19014611,Desconocido,Andr├® Comte-Sponville,,,,242
19014612,Desconocido,Larry Heinemann,,,,242
19014613,Desconocido,Brian Contos,,,,242
19014614,Desconocido,William Ash,,,,242
19014615,Desconocido,Arlen Gargagliano,,,,242
19014616,Desconocido,Tom Sharpe,,,,242
19014617,Desconocido,Terri Bose,,,,242
19014618,Desconocido,Tarek N. Saadawi,,,,242
19014619,Desconocido,Ïº┘äÏ¡Ï¿┘èÏ¿ Ï╣Ï¿Ï» Ïº┘ä┘ä┘ç Ï¿┘å Ï╣┘ä┘ê┘è Ïº┘äÏ¡Ï»ÏºÏ» Ïº┘äÏ¡ÏÂÏ▒┘à┘è Ïº┘äÏ┤Ïº┘üÏ╣┘è,,,,242
19014620,Desconocido,Mostafa Hashem Sherif,,,,242
19014621,Desconocido,Gamal Mostafa,,,,242
19014622,Desconocido,Abu-Mostafa Yaser S.,,,,242
19014623,Desconocido,A. Nicholas Fargnoli,,,,242
19014624,Desconocido,Steven Zeeland,,,,242
19014625,Desconocido,Lisa C. Hickman,,,,242
19014626,Desconocido,Bob Taylor,,,,242
19014627,Desconocido,Kurt Cobain,,,,242
19014628,Desconocido,Kurt Rosenwinkel,,,,242
19014629,Desconocido,Max Wallace,,,,242
19014630,Desconocido,Jeff Burlingame,,,,242
19014631,Desconocido,Ian Halperin,,,,242
19014632,Desconocido,Kurt Angle,,,,242
19014633,Desconocido,Kurt Meyer,,,,242
19014634,Desconocido,Dave Thompson,,,,242
19014635,Desconocido,Kurt Finsterbusch,,,,242
19014636,Desconocido,Warner Brothers Publications,,,,242
19014637,Desconocido,Kurt Andersen,,,,242
19014638,Desconocido,Kurt Warner,,,,242
19014639,Desconocido,Martin Gold,,,,242
19014640,Desconocido,Kurt Nassau,,,,242
19014641,Desconocido,Kurt Lammi,,,,242
19014642,Desconocido,Kurt Johnston,,,,242
19014643,Desconocido,Kurt Stone,,,,242
19014644,Desconocido,Vladimir Tolstoy,,,,242
19014645,Desconocido,Pablo Mendez Gallo,,,,242
19014646,Desconocido,Luis Alberto Villamarin Pulido,,,,242
19014647,Desconocido,Osho,,,,242
19014648,Desconocido,Elizabeth Cassidy Olson,,,,242
19014649,Desconocido,Alice Curtayne,,,,242
19014650,Desconocido,Celia Laighton Thaxter,,,,242
19014651,Desconocido,Rosamond Thaxter,,,,242
19014652,Desconocido,Julia Older,,,,242
19014653,Desconocido,Annie Boutelle,,,,242
19014654,Desconocido,Norma H. Mandel,,,,242
19014655,Desconocido,Jane E. Vallier,,,,242
19014656,Desconocido,Mrs. Oliphant,,,,242
19014657,Desconocido,Alfred Hoyt Bill,,,,242
19014658,Desconocido,Chuck Frazier,,,,242
19014659,Desconocido,John MacDougall Murray,,,,242
19014660,Desconocido,Colby Buzzell,,,,242
19014661,Desconocido,Newton T. Colby,,,,242
19014662,Desconocido,John Colby,,,,242
19014663,Desconocido,John Prados,,,,242
19014664,Desconocido,Tina Stewart Brakebill,,,,242
19014665,Desconocido,Bernard Edwards,,,,242
19014666,Desconocido,Craig Thompson Friend,,,,242
19014667,Desconocido,Shirley Powell,,,,242
19014668,Desconocido,Keith Lee Johnson,,,,242
19014669,Desconocido,Catherine Hanrahan,,,,242
19014670,Desconocido,Andrew Pyper,,,,242
19014671,Desconocido,Drew Barrymore,,,,242
19014672,Desconocido,Kola Boof,,,,242
19014673,Desconocido,Linda Ashman,,,,242
19014674,Desconocido,Ingrid Lawrenz,,,,242
19014675,Desconocido,Peter O'Toole,,,,242
19014676,Desconocido,George S. Schuyler,,,,242
19014677,Desconocido,Susan D. Greenbaum,,,,242
19014678,Desconocido,G. Reginald Daniel,,,,242
19014679,Desconocido,Gus Edwards,,,,242
19014680,Desconocido,Daniel Whyte III,,,,242
19014681,Desconocido,Baxter Black,,,,242
19014682,Desconocido,Richard A. Luecke,,,,242
19014683,Desconocido,Uri Shulevitz,,,,242
19014684,Desconocido,David Bankier,,,,242
19014685,Desconocido,Peter Lane Taylor,,,,242
19014686,Desconocido,Jerry L. Jennings,,,,242
19014687,Desconocido,Laurel Holliday,,,,242
19014688,Desconocido,Adam LeBor,,,,242
19014689,Desconocido,Nelly S. Toll,,,,242
19014690,Desconocido,James Pool,,,,242
19014691,Desconocido,Kathy Kacer,,,,242
19014692,Desconocido,Gunnar S. Paulsson,,,,242
19014693,Desconocido,Doreen Rappaport,,,,242
19014694,Desconocido,John H. Waller,,,,242
19014695,Desconocido,Paul R. Wilson,,,,242
19014696,Desconocido,Tony Kandiew,,,,242
19014697,Desconocido,John Loftus,,,,242
19014698,Desconocido,Christof Mauch,,,,242
19014699,Desconocido,Trudi Alexy,,,,242
19014700,Desconocido,Lev Raphael,,,,242
19014701,Desconocido,Rupert Butler,,,,242
19014702,Desconocido,Mary Reeves Bell,,,,242
19014703,Desconocido,Tad Szulc,,,,242
19014704,Desconocido,Carolyn Haddad,,,,242
19014705,Desconocido,Joshua Rubenstein,,,,242
19014706,Desconocido,Arthur O. Naujoks,,,,242
19014707,Desconocido,Richard Breitman,,,,242
19014708,Desconocido,David Alvarez,,,,242
19014709,Desconocido,George E. Large,,,,242
19014710,Desconocido,Charles G. Salmon,,,,242
19014711,Desconocido,Sriramulu Vinnakota,,,,242
19014712,Desconocido,Edwin H. Gaylord Jr.,,,,242
19014713,Desconocido,Hassan K. Al Nageim,,,,242
19014714,Desconocido,Gregory J. Hancock,,,,242
19014715,Desconocido,Arne P. Eggen,,,,242
19014716,Desconocido,Keniz├® Mourad,,,,242
19014717,Desconocido,Julie Hoffman Marshall,,,,242
19014718,Desconocido,Enrique Vila-Matas,,,,242
19014719,Desconocido,Sylvain Sorin,,,,242
19014720,Desconocido,W. Roberts,,,,242
19014721,Desconocido,Gerald A. Heuer,,,,242
19014722,Desconocido,Robyn Tallis,,,,242
19014723,Desconocido,David M. Lampton,,,,242
19014724,Desconocido,Nawal K. Taneja,,,,242
19014725,Desconocido,Alan R. Washburn,,,,242
19014726,Desconocido,Greil Marcus,,,,242
19014727,Desconocido,F. Lynne Bachleda,,,,242
19014728,Desconocido,John Bengtson,,,,242
19014729,Desconocido,Glen Wanner,,,,242
19014730,Desconocido,Cathy Summerlin,,,,242
19014731,Desconocido,Thomas Ricks Lindley,,,,242
19014732,Desconocido,Connie Fletcher,,,,242
19014733,Desconocido,Joseph B. Lambert,,,,242
19014734,Desconocido,Jacqueline Jones Royster,,,,242
19014735,Desconocido,Clarence J. Glacken,,,,242
19014736,Desconocido,Paul S. Fiddes,,,,242
19014737,Desconocido,Felicia Luna Lemus,,,,242
19014738,Desconocido,Elizabeth Becka,,,,242
19014739,Desconocido,Johnny Molloy,,,,242
19014740,Desconocido,Michael J. Macphee,,,,242
19014741,Desconocido,Lisa Wixon,,,,242
19014742,Desconocido,Phillis Gershator,,,,242
19014743,Desconocido,Peter Marshall,,,,242
19014744,Desconocido,Robert Aitken,,,,242
19014745,Desconocido,Rain Newcomb,,,,242
19014746,Desconocido,Alison Frankel,,,,242
19014747,Desconocido,Ralph Compton,,,,242
19014748,Desconocido,Keith Miles,,,,242
19014749,Desconocido,Minetta Altgelt Goyne,,,,242
19014750,Desconocido,Lee Martin,,,,242
19014751,Desconocido,Izabella St. James,,,,242
19014752,Desconocido,Bunny Williams,,,,242
19014753,Desconocido,DuBose Heyward,,,,242
19014754,Desconocido,Katherine Howard,,,,242
19014755,Desconocido,Wanda G├íg,,,,242
19014756,Desconocido,Sue Denim,,,,242
19014757,Desconocido,Sean Bryan,,,,242
19014758,Desconocido,Eve Bunting,,,,242
19014759,Desconocido,Adele Aron Greenspun,,,,242
19014760,Desconocido,Mary Anderson Parks,,,,242
19014761,Desconocido,Lindsay Barrett George,,,,242
19014762,Desconocido,Donald Tyson,,,,242
19014763,Desconocido,Simon,,,,242
19014764,Desconocido,Daniel Harms,,,,242
19014765,Desconocido,Robert Turner,,,,242
19014766,Desconocido,George Hay,,,,242
19014767,Desconocido,Andy Black,,,,242
19014768,Desconocido,Clorinda Matto de Turner,,,,242
19014769,Desconocido,James H. Kennedy,,,,242
19014770,Desconocido,Lisa Misraje Bentley,,,,242
19014771,Desconocido,W. Dale Cramer,,,,242
19014772,Desconocido,Claude L├®vi-Strauss,,,,242
19014773,Desconocido,Larry Levis,,,,242
19014774,Desconocido,Blake Hoena,,,,242
19014775,Desconocido,Tom  Kelly,,,,242
19014776,Desconocido,Steve N.G. Howell,,,,242
19014777,Desconocido,John Howells,,,,242
19014778,Desconocido,Carl Franz,,,,242
19014779,Desconocido,Nick Inman,,,,242
19014780,Desconocido,Gilbert M. Joseph,,,,242
19014781,Desconocido,Doug Bower,,,,242
19014782,Desconocido,Spencer Wells,,,,242
19014783,Desconocido,Walt Harrington,,,,242
19014784,Desconocido,Gregg Piburn,,,,242
19014785,Desconocido,Luellen Reese,,,,242
19014786,Desconocido,Marc Romano,,,,242
19014787,Desconocido,Colin Fletcher,,,,242
19014788,Desconocido,Michael Baigent,,,,242
19014789,Desconocido,Guido Aristarco,,,,242
19014790,Desconocido,Paul Emil Erdman,,,,242
19014791,Desconocido,Sarah Erdman,,,,242
19014792,Desconocido,Nikolai Erdman,,,,242
19014793,Desconocido,Arthur G. Erdman,,,,242
19014794,Desconocido,David V. Erdman,,,,242
19014795,Desconocido,Robert Ambelain,,,,242
19014796,Desconocido,Abraham von Worms,,,,242
19014797,Desconocido,Kathleen Krull,,,,242
19014798,Desconocido,Dale Harrington,,,,242
19014799,Desconocido,Ian Wilson,,,,242
19014800,Desconocido,Michael X. Barton,,,,242
19014801,Desconocido,Keith Heller,,,,242
19014802,Desconocido,L.T. Fawkes,,,,242
19014803,Desconocido,Caldwell B. Esselstyn Jr.,,,,242
19014804,Desconocido,Ben Caldwell,,,,242
19014805,Desconocido,Lauren Leslie,,,,242
19014806,Desconocido,Susan Polis Schutz,,,,242
19014807,Desconocido,Ignacio Solares,,,,242
19014808,Desconocido,Enrique Serna,,,,242
19014809,Desconocido,Fernando Vallejo,,,,242
19014810,Desconocido,Eliseo Alberto,,,,242
19014811,Desconocido,Isla Correyero,,,,242
19014812,Desconocido,Donald A. Prater,,,,242
19014813,Desconocido,Guadalupe Vald├®s,,,,242
19014814,Desconocido,Michael K. Schuessler,,,,242
19014815,Desconocido,Maria Teresa Medeiros-Lichem,,,,242
19014816,Desconocido,Beth E. Jorgensen,,,,242
19014817,Desconocido,Claire Brewster,,,,242
19014818,Desconocido,Amanda Holmes,,,,242
19014819,Desconocido,Ada Boni,,,,242
19014820,Desconocido,Migene Gonz├ílez-Wippler,,,,242
19014821,Desconocido,Chic Cicero,,,,242
19014822,Desconocido,Nick Farrell,,,,242
19014823,Desconocido,Malin Alegria,,,,242
19014824,Desconocido,Thomas G. Bandy,,,,242
19014825,Desconocido,Roberto Bola├▒o,,,,242
19014826,Desconocido,Valerio Massimo Manfredi,,,,242
19014827,Desconocido,Christine L'Heureux,,,,242
19014828,Desconocido,Peter O'Donnell,,,,242
19014829,Desconocido,Kala Pajeon,,,,242
19014830,Desconocido,Mark Patrick Hederman,,,,242
19014831,Desconocido,Adrian Cole,,,,242
19014832,Desconocido,Sepharial,,,,242
19014833,Desconocido,Sandra Stotsky,,,,242
19014834,Desconocido,K. Rigol,,,,242
19014835,Desconocido,Javier Sierra,,,,242
19014836,Desconocido,Giordano Berti,,,,242
19014837,Desconocido,Randall Silvis,,,,242
19014838,Desconocido,Scott Martin,,,,242
19014839,Desconocido,Oscar Lewis,,,,242
19014840,Desconocido,Susan M. Rigdon,,,,242
19014841,Desconocido,Andr├®s Oppenheimer,,,,242
19014842,Desconocido,Jos├® Ram├│n Ayll├│n,,,,242
19014843,Desconocido,Ernest Mathijs,,,,242
19014844,Desconocido,Warren C. Norwood,,,,242
19014845,Desconocido,Wayne Thomas Batson,,,,242
19014846,Desconocido,Ken Schmidt,,,,242
19014847,Desconocido,Juan R. Abascal,,,,242
19014848,Desconocido,Alicia Rice,,,,242
19014849,Desconocido,Halina Nelken,,,,242
19014850,Desconocido,Suellen Hoy,,,,242
19014851,Desconocido,Stephen M. Hart,,,,242
19014852,Desconocido,Alain Decaux,,,,242
19014853,Desconocido,Sandra Jackson-Opoku,,,,242
19014854,Desconocido,Daniel Way,,,,242
19014855,Desconocido,"chip hill, malcolm w. hill",,,,242
19014856,Desconocido,Fulcanelli,,,,242
19014857,Desconocido,Genevi├¿ve Dubois,,,,242
19014858,Desconocido,John Boardman,,,,242
19014859,Desconocido,Mark Sundeen,,,,242
19014860,Desconocido,Mark Valentine,,,,242
19014861,Desconocido,Thomas D. Elliff,,,,242
19014862,Desconocido,Georgina Garc├¡a-Guti├®rrez,,,,242
19014863,Desconocido,Maarten Van Delden,,,,242
19014864,Desconocido,Abel Paz,,,,242
19014865,Desconocido,Maria Emilia Paz,,,,242
19014866,Desconocido,R. Bruce Craig,,,,242
19014867,Desconocido,Don Bohning,,,,242
19014868,Desconocido,David J. Curland,,,,242
19014869,Desconocido,Alicia G. de Backal,,,,242
19014870,Desconocido,Edward Finegan,,,,242
19014871,Desconocido,James Finegan,,,,242
19014872,Desconocido,Paul R. Frommer,,,,242
19014873,Desconocido,James W. Finegan,,,,242
19014874,Desconocido,Jack Finegan,,,,242
19014875,Desconocido,Jerry Vardaman,,,,242
19014876,Desconocido,Luca Crispi,,,,242
19014877,Desconocido,John Gordon,,,,242
19014878,Desconocido,Roland McHugh,,,,242
19014879,Desconocido,Sheldon Brivic,,,,242
19014880,Desconocido,Eric Rosenbloom,,,,242
19014881,Desconocido,Rayvon Fouch├®,,,,242
19014882,Desconocido,Alejo Carpentier,,,,242
19014883,Desconocido,Barbara J. Webb,,,,242
19014884,Desconocido,Roberto Gonz├ílez Echevarr├¡a,,,,242
19014885,Desconocido,Enrique Krauze,,,,242
19014886,Desconocido,John Womack Jr.,,,,242
19014887,Desconocido,Mart├¡n Espada,,,,242
19014888,Desconocido,Lynn Stephen,,,,242
19014889,Desconocido,R. Conrad Stein,,,,242
19014890,Desconocido,Frank McLynn,,,,242
19014891,Desconocido,Samuel Brunk,,,,242
19014892,Desconocido,Tom Barry,,,,242
19014893,Desconocido,Peter E. Newell,,,,242
19014894,Desconocido,Janet Zapata,,,,242
19014895,Desconocido,Chico Buarque,,,,242
19014896,Desconocido,J. Gilberto Quezada,,,,242
19014897,Desconocido,Luz Jimenez,,,,242
19014898,Desconocido,Silvia L. Cuesy,,,,242
19014899,Desconocido,Antonio D. Tillis,,,,242
19014900,Desconocido,Montse Zapata,,,,242
19014901,Desconocido,Kirkconnell,,,,242
19014902,Desconocido,Betty Lou Phillips,,,,242
19014903,Desconocido,Friedrich Katz,,,,242
19014904,Desconocido,Mario Luis Small,,,,242
19014905,Desconocido,Corinne Verner,,,,242
19014906,Desconocido,Regina Hale Sutherland,,,,242
19014907,Desconocido,Regina Lynn,,,,242
19014908,Desconocido,Sally M. Keehn,,,,242
19014909,Desconocido,Regina Martini,,,,242
19014910,Desconocido,Donley Watt,,,,242
19014911,Desconocido,Pedro ├üngel Palou,,,,242
19014912,Desconocido,M. Gopal,,,,242
19014913,Desconocido,Jordi Soler,,,,242
19014914,Desconocido,June C.D. Carter,,,,242
19014915,Desconocido,Raymond A. Moody Jr.,,,,242
19014916,Desconocido,Bob Deits,,,,242
19014917,Desconocido,Joseph Jaffe,,,,242
19014918,Desconocido,Bill Butterworth,,,,242
19014919,Desconocido,Jesse Vickey,,,,242
19014920,Desconocido,Karl Pillemer,,,,242
19014921,Desconocido,David James Clarke IV,,,,242
19014922,Desconocido,Dorothy L. Cady,,,,242
19014923,Desconocido,Neil A. Chriss,,,,242
19014924,Desconocido,Jerry Marlow,,,,242
19014925,Desconocido,Robert Scholes,,,,242
19014926,Desconocido,Katherine Scholes,,,,242
19014927,Desconocido,Gerry Johnson,,,,242
19014928,Desconocido,Nancy R. Comley,,,,242
19014929,Desconocido,K.C. Constantine,,,,242
19014930,Desconocido,Vladimir Propp,,,,242
19014931,Desconocido,Peter Gilet,,,,242
19014932,Desconocido,Wulfhild Ziel,,,,242
19014933,Desconocido,Anne Clune,,,,242
19014934,Desconocido,Ciaran O'Nuallain,,,,242
19014935,Desconocido,Myles na gCopaleen,,,,242
19014936,Desconocido,Studs Terkel,,,,242
19014937,Desconocido,Rick Ayers,,,,242
19014938,Desconocido,Eric Bulson,,,,242
19014939,Desconocido,J├╝rgen Partenheimer,,,,242
19014940,Desconocido,Rachel Bowlby,,,,242
19014941,Desconocido,Niran Abbas,,,,242
19014942,Desconocido,Alan W. Brownlie,,,,242
19014943,Desconocido,Clifford Mead,,,,242
19014944,Desconocido,Thomas   Moore,,,,242
19014945,Desconocido,Charles Hohmann,,,,242
19014946,Desconocido,D.R. Thorpe,,,,242
19014947,Desconocido,Robert Rhodes James,,,,242
19014948,Desconocido,Anthony R. Peters,,,,242
19014949,Desconocido,Alan Lawrance,,,,242
19014950,Desconocido,David Dutton,,,,242
19014951,Desconocido,Kristian Besley,,,,242
19014952,Desconocido,Jonathan Pearson,,,,242
19014953,Desconocido,Mar├¡a Amparo Escand├│n,,,,242
19014954,Desconocido,Timothy C. Miller,,,,242
19014955,Desconocido,Martin Kippenberger,,,,242
19014956,Desconocido,Matthew C. Stewart,,,,242
19014957,Desconocido,Wendolyn E. Tetlow,,,,242
19014958,Desconocido,Phillip Herring,,,,242
19014959,Desconocido,Andrew Field,,,,242
19014960,Desconocido,Jeremy Jericho,,,,242
19014961,Desconocido,Andrew Biswell,,,,242
19014962,Desconocido,Alain Stella,,,,242
19014963,Desconocido,Joe Morella,,,,242
19014964,Desconocido,Zbyn─øk A.B. Zeman,,,,242
19014965,Desconocido,Vickie L. Bane,,,,242
19014966,Desconocido,Diana Bert,,,,242
19014967,Desconocido,Timothy Iles,,,,242
19014968,Desconocido,Rashid Al-Daif,,,,242
19014969,Desconocido,Tara DiLullo,,,,242
19014970,Desconocido,Roger LeRoy Miller,,,,242
19014971,Desconocido,Ljiljana Ortolja-Baird,,,,242
19014972,Desconocido,Shari L. Bridgman,,,,242
19014973,Desconocido,Janice Kim,,,,242
19014974,Desconocido,Janice Sims,,,,242
19014975,Desconocido,Joel H. Ferziger,,,,242
19014976,Desconocido,Geoffrey K. Vallis,,,,242
19014977,Desconocido,Harvard Lomax,,,,242
19014978,Desconocido,G.K. Batchelor,,,,242
19014979,Desconocido,Jacob Bear,,,,242
19014980,Desconocido,D.J. Tritton,,,,242
19014981,Desconocido,D.J. Acheson,,,,242
19014982,Desconocido,John D. Anderson Jr.,,,,242
19014983,Desconocido,Michael Eckert,,,,242
19014984,Desconocido,Richard E. Meyer,,,,242
19014985,Desconocido,Clive A.J. Fletcher,,,,242
19014986,Desconocido,O.C. Zienkiewicz,,,,242
19014987,Desconocido,Anil W. Date,,,,242
19014988,Desconocido,Joseph Pedlosky,,,,242
19014989,Desconocido,William F. Hughes,,,,242
19014990,Desconocido,Robert D. Blevins,,,,242
19014991,Desconocido,Henk Kaarle Versteeg,,,,242
19014992,Desconocido,Javier Mar├¡as,,,,242
19014993,Desconocido,Margaret L. Andersen,,,,242
19014994,Desconocido,Paula S. Rothenberg,,,,242
19014995,Desconocido,Richard Florida,,,,242
19014996,Desconocido,Gail Dines,,,,242
19014997,Desconocido,T.J. Waters,,,,242
19014998,Desconocido,Julie Bettie,,,,242
19014999,Desconocido,Angela Y. Davis,,,,242
19015000,Desconocido,Catherine Seda,,,,242
19015001,Desconocido,Michele Albert,,,,242
19015002,Desconocido,Michelle Celmer,,,,242
19015003,Desconocido,Don Philpott,,,,242
19015004,Desconocido,Raymond J. Lucia,,,,242
19015005,Desconocido,Lesley Gordon,,,,242
19015006,Desconocido,E.F. Benson,,,,242
19015007,Desconocido,Robert Gay,,,,242
19015008,Desconocido,Phyllis Root,,,,242
19015009,Desconocido,Susan Strehle,,,,242
19015010,Desconocido,Carol A. Schwartz,,,,242
19015011,Desconocido,J.T. Whitman,,,,242
19015012,Desconocido,Kyle Kirkland,,,,242
19015013,Desconocido,Espen J. Aarseth,,,,242
19015014,Desconocido,S. Reich,,,,242
19015015,Desconocido,Siegfried Reich,,,,242
19015016,Desconocido,Robert F. Kiernan,,,,242
19015017,Desconocido,Vicente Jose Gonzalez Garcia,,,,242
19015018,Desconocido,Kevin McCloud,,,,242
19015019,Desconocido,Mark McCloud,,,,242
19015020,Desconocido,Lance Dehaven-Smith,,,,242
19015021,Desconocido,Jeff Doyle,,,,242
19015022,Desconocido,Edward E. Kramer,,,,242
19015023,Desconocido,Sergio Vilela Galvan,,,,242
19015024,Desconocido,William F. Touponce,,,,242
19015025,Desconocido,Lawrence Baum,,,,242
19015026,Desconocido,Christopher F. Baum,,,,242
19015027,Desconocido,Matthew A. Baum,,,,242
19015028,Desconocido,Robert Baum,,,,242
19015029,Desconocido,Katharine M. Rogers,,,,242
19015030,Desconocido,Gregory Baum,,,,242
19015031,Desconocido,Caroline Baum,,,,242
19015032,Desconocido,Susan M. Baum,,,,242
19015033,Desconocido,Dan Baum,,,,242
19015034,Desconocido,Ruth Plumly Thompson,,,,242
19015035,Desconocido,Kevin L. Donihe,,,,242
19015036,Desconocido,Neil Schaeffer,,,,242
19015037,Desconocido,John D. Meehan,,,,242
19015038,Desconocido,Jay Scott,,,,242
19015039,Desconocido,Bonnie Gibson,,,,242
19015040,Desconocido,Sandra F. Rief,,,,242
19015041,Desconocido,Pat Summitt,,,,242
19015042,Desconocido,Steve Sjogren,,,,242
19015043,Desconocido,Eddie Gibbs,,,,242
19015044,Desconocido,J. Diane Connell,,,,242
